malesCount,femalesCount,notes,tankClean,destinationTankNumber,departmentId,groupId,co2,ammonia,gridColumn,do,nitrate,transferDate,uia,isActive,stockingDate,number,lastUpdated,gridRow,tankStatus,temperature,tankCleanDate,ec,strainOrLine,salinity,systemId,forSale,density,batchCode,alkalinity,requiredTask,stockingDensity,nitrite,stage,species,pondTypeId,ph,fishSize,fishCount,id,created_date,updated_date,created_by_id,created_by,is_sample
"","","","","","6939cd656be03577a0a88ef1","","1.374520591660662","0","","7.85","62","","0","true","","LD24","2026-04-05T12:49:47.000Z","","Active","23.9","","2250","","","69b402793e6eb5f2dcbe6ead","","","","60","","","0.2","","","","7.94","","","69baa02e254d4514fca43c7b","2026-03-18T12:53:02.539000","2026-04-05T12:49:48.761000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.374520591660662","0","","7.85","62","","0","true","","LD25","2026-04-05T12:49:47.000Z","","Active","23.9","","2250","","","69b402793e6eb5f2dcbe6ead","","","","60","","","0.2","","","","7.94","","","69baa02e254d4514fca43c7c","2026-03-18T12:53:02.539000","2026-04-05T12:49:48.701000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.374520591660662","0","","7.85","62","","0","true","","LD26","2026-04-05T12:49:47.000Z","","Active","23.9","","2250","","","69b402793e6eb5f2dcbe6ead","","","","60","","","0.2","","","","7.94","","","69baa02e254d4514fca43c7d","2026-03-18T12:53:02.539000","2026-04-05T12:49:48.640000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.374520591660662","0","","7.85","62","","0","true","","LD27","2026-04-05T12:49:47.000Z","","Active","23.9","","2250","","","69b402793e6eb5f2dcbe6ead","","","","60","","","0.2","","","","7.94","","","69baa02e254d4514fca43c7e","2026-03-18T12:53:02.539000","2026-04-05T12:49:48.642000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.374520591660662","0","","7.85","62","","0","true","","LD28","2026-04-05T12:49:47.000Z","","Active","23.9","","2250","","","69b402793e6eb5f2dcbe6ead","","","","60","","","0.2","","","","7.94","","","69baa02e254d4514fca43c7f","2026-03-18T12:53:02.539000","2026-04-05T12:49:48.618000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.374520591660662","0","","7.85","62","","0","true","","LD29","2026-04-05T12:49:47.000Z","","Active","23.9","","2250","","","69b402793e6eb5f2dcbe6ead","","","","60","","","0.2","","","","7.94","","","69baa02e254d4514fca43c80","2026-03-18T12:53:02.539000","2026-04-05T12:49:48.575000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT46","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288bd","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.657000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT47","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288be","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.703000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT48","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288bf","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.712000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT49","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c0","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.657000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT50","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c1","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.832000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT51","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c2","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.679000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT52","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c3","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.697000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT53","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c4","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.725000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT54","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c5","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.666000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT55","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c6","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.691000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT56","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c7","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.725000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT57","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c8","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.680000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT58","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288c9","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.673000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT59","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288ca","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.669000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","6.5788691768591105","0.6","","8.2","106","","0.006127965749084825","true","","FT60","2026-04-05T12:40:13.000Z","","Active","25","","2210","","","69bba21e8cb3c1a5e9cb6c9a","","","","60","","","0.6","","","","7.26","","","69ba9f0d05cb2d8c8c1288cb","2026-03-18T12:48:13.679000","2026-04-05T12:40:13.668000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT61","2026-04-05T12:45:32.000Z","","Empty","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288cc","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.426000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT62","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288cd","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.393000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT63","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288ce","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.418000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT64","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288cf","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.430000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT65","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d0","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.409000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT66","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d1","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.424000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT67","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d2","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.427000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT68","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d3","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.420000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT69","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d4","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.417000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT70","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d5","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.425000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT71","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d6","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.424000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT72","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d7","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.413000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT73","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d8","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.417000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT74","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288d9","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.431000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT75","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288da","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.431000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT76","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288db","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.450000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT77","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288dc","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.423000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT78","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288dd","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.427000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT79","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288de","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.463000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","9.957521444625359","0.6","","8.2","100","","0.004034341483226052","true","","FT80","2026-04-05T12:45:32.000Z","","Active","24.9","","2330","","","69bba22c5e6f95b27480aa45","","","","60","","","0.8","","","","7.08","","","69ba9f0d05cb2d8c8c1288df","2026-03-18T12:48:13.679000","2026-04-05T12:45:32.419000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT1","2026-04-07T14:05:25.396Z","","Empty","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128890","2026-03-18T12:48:13.678000","2026-04-08T05:57:03.804000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","2026-03-25","FT2","2026-04-05T09:34:44.000Z","","Empty","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128891","2026-03-18T12:48:13.678000","2026-04-06T09:34:44.777000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","2026-03-25","FT3","2026-04-05T12:30:18.000Z","","Empty","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128892","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.422000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT4","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128893","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.431000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT5","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128894","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.432000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT6","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128895","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.427000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT7","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128896","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.425000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT8","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128897","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.426000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT9","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128898","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.467000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT10","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c128899","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.381000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT11","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c12889a","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.426000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT12","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c12889b","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.420000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT13","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c12889c","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.496000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT14","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c12889d","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.670000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT15","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c12889e","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.433000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT16","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c12889f","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.438000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT17","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c1288a0","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.425000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT18","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c1288a1","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.426000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT19","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c1288a2","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.429000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","4.38591278457274","0.7","","8.97","125","","0.006951627406907942","true","","FT20","2026-04-05T12:30:18.000Z","","Active","24.6","","2120","","","69b402793e6eb5f2dcbe6eac","","","","40","","","0.4","","","","7.26","","","69ba9f0d05cb2d8c8c1288a3","2026-03-18T12:48:13.678000","2026-04-05T12:30:19.403000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","","0.5","","8.2","200","","","false","","FT21","2026-03-19T07:32:43.380Z","","Active","23.3","","2130","","","69bba20fc5786182442f2d7d","","","","45","","","0.25","","","","7.09","","","69ba9f0d05cb2d8c8c1288a4","2026-03-18T12:48:13.678000","2026-03-23T04:16:04.387000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","3.785744066881158","0.2","","8.2","62","","0.0034026732909089212","true","","FT22","2026-04-05T12:34:09.000Z","","Active","24.5","","2160","","","69bba20fc5786182442f2d7d","Yes","High","","60","","","0.3","stock","","","7.5","4-5","","69ba9f0d05cb2d8c8c1288a5","2026-03-18T12:48:13.678000","2026-04-05T12:34:10.264000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
